longitude,latitude,number_of_vehicles,number_of_casualties,day_of_week,road_type,speed_limit,junction_detail,junction_control,light_conditions,weather_conditions,road_surface_conditions,urban_or_rural_area,month,time_period,casualties_per_vehicle,has_second_road,second_road_unknown,first_road_class_ordinal,second_road_class_ordinal
-1.56087,53.78115,2,1,6,3,50,0.0,,1.0,1,1.0,1,7,Evening,0.5,0,1,6,0
-1.95478,52.48686,1,1,4,6,30,13.0,4.0,1.0,1,1.0,1,2,Afternoon,1.0,1,0,1,4
-0.04655,51.52181,2,1,3,6,20,13.0,2.0,1.0,1,1.0,1,4,Morning,0.5,1,0,4,3
-0.06674,51.39303,2,1,5,9,30,,9.0,1.0,9,9.0,1,7,Afternoon,0.5,1,0,4,1
0.29926,51.43061,4,1,1,3,70,0.0,,1.0,2,2.0,2,7,Morning,0.25,1,0,4,4
-0.08275,51.61636,2,1,1,1,30,16.0,2.0,4.0,1,1.0,1,5,Evening,0.5,1,0,2,1
-0.45648,52.80214,1,1,2,6,60,0.0,,1.0,1,1.0,2,7,Evening,1.0,0,0,4,0
-1.1411,52.59504,2,1,6,6,30,13.0,4.0,4.0,1,1.0,1,11,Evening,0.5,1,0,3,1
-4.15717,50.39822,2,3,3,6,30,13.0,4.0,4.0,2,2.0,1,12,Afternoon,1.5,1,0,1,1
-4.33213,53.39723,2,1,7,6,40,16.0,4.0,7.0,1,1.0,2,8,Evening,0.5,1,0,4,1
-2.23673,51.8437,2,1,2,3,30,19.0,4.0,1.0,1,1.0,1,8,Afternoon,0.5,1,0,4,1
0.24974,50.82191,5,2,3,6,30,13.0,4.0,1.0,1,1.0,1,4,Morning,0.4,1,0,3,1
-2.87148,53.2072,2,1,1,6,30,19.0,4.0,1.0,1,1.0,1,6,Afternoon,0.5,1,0,1,1
-1.12084,52.99937,1,1,3,6,30,13.0,,1.0,9,1.0,1,11,Afternoon,1.0,1,0,1,1
-0.01062,51.61493,2,2,4,9,30,18.0,9.0,1.0,9,9.0,1,11,Afternoon,1.0,1,0,1,1
-0.12975,50.83216,2,1,3,3,30,17.0,2.0,1.0,1,1.0,1,4,Afternoon,0.5,1,0,4,1
-0.11811,51.77065,2,1,3,6,60,0.0,,1.0,1,,2,5,Night,0.5,1,0,3,1
-2.12207,51.90543,1,1,1,6,30,0.0,,4.0,1,1.0,1,5,Night,1.0,1,0,1,1
-0.45925,51.49419,2,1,2,1,30,0.0,4.0,1.0,8,1.0,2,6,Evening,0.5,1,0,4,4
-1.78208,52.45183,2,2,3,3,40,16.0,2.0,4.0,1,2.0,1,12,Evening,1.0,1,0,4,3
-0.85635,50.76651,3,3,3,6,30,0.0,,1.0,1,4.0,2,1,Afternoon,1.0,1,0,3,1
-0.16052,51.51353,2,1,2,9,20,13.0,2.0,4.0,1,1.0,1,5,Night,0.5,1,0,4,4
-1.9179,54.97819,2,2,2,3,70,13.0,4.0,1.0,1,2.0,2,9,Afternoon,1.0,1,0,4,3
-1.58286,54.53689,3,2,1,6,30,13.0,3.0,1.0,2,2.0,1,6,Evening,0.6666666666666666,1,0,1,1
0.31476,51.14097,2,1,4,3,70,0.0,,1.0,1,1.0,2,8,Afternoon,0.5,0,1,4,0
-4.43133,55.82256,1,1,6,6,20,0.0,,1.0,2,2.0,1,11,Afternoon,1.0,1,0,1,1
-0.17575,51.48451,2,1,5,6,20,16.0,2.0,1.0,1,1.0,1,11,Afternoon,0.5,1,0,4,2
-1.08987,51.26861,2,2,6,6,30,0.0,,1.0,2,2.0,1,9,Morning,1.0,0,0,1,0
-1.93192,51.62861,1,1,1,6,60,0.0,,1.0,1,1.0,2,8,Afternoon,1.0,0,0,3,0
-0.11566,51.55681,2,1,7,2,20,13.0,2.0,1.0,1,1.0,1,3,Afternoon,0.5,1,0,4,1
-0.17636,51.61554,2,1,6,6,30,17.0,2.0,4.0,1,1.0,1,1,Afternoon,0.5,1,0,4,1
-2.71952,53.45326,2,1,3,3,30,13.0,2.0,4.0,1,1.0,1,11,Evening,0.5,1,0,1,1
-0.41224,53.8445,2,1,6,6,20,13.0,4.0,7.0,1,1.0,1,9,Evening,0.5,1,0,1,1
-0.17179,51.2679,2,3,5,3,70,0.0,,4.0,2,2.0,2,2,Evening,1.5,0,1,6,0
-0.21022,51.42349,2,1,2,6,20,18.0,4.0,4.0,4,1.0,1,4,Evening,0.5,1,0,4,1
-4.0128,52.41242,1,1,3,6,60,0.0,,1.0,5,2.0,2,4,Morning,1.0,0,1,4,0
-0.19464,51.09517,3,1,6,3,70,0.0,,4.0,2,2.0,2,3,Evening,0.3333333333333333,0,1,4,0
-0.16198,50.82626,2,1,4,3,20,16.0,2.0,1.0,1,1.0,1,12,Afternoon,0.5,1,0,3,1
-0.15191,50.83562,2,1,3,6,30,17.0,2.0,1.0,1,1.0,1,9,Morning,0.5,1,0,1,1
0.16089,52.07473,4,4,1,3,70,0.0,,1.0,1,1.0,2,10,Afternoon,1.0,0,1,6,0
-1.05288,52.65184,1,1,3,6,30,0.0,,1.0,1,1.0,1,12,Afternoon,1.0,0,1,1,0
-4.3185,55.92288,1,1,7,6,30,0.0,,4.0,2,2.0,1,8,Evening,1.0,0,1,4,0
-0.16966,51.12731,2,1,4,7,50,,4.0,1.0,1,2.0,1,3,Afternoon,0.5,1,0,4,4
-1.47225,52.89651,2,1,5,6,40,0.0,4.0,4.0,2,2.0,1,3,Evening,0.5,1,0,4,4
-1.5782,55.17705,2,1,6,6,20,19.0,4.0,1.0,1,1.0,1,7,Afternoon,0.5,1,0,1,1
-1.14723,52.02904,2,1,4,6,30,13.0,2.0,1.0,1,1.0,1,5,Morning,0.5,1,0,2,1
-0.00735,51.60613,1,1,5,2,30,13.0,4.0,7.0,9,4.0,1,1,Night,1.0,1,0,2,1
-1.99734,52.33591,3,1,7,6,60,18.0,4.0,1.0,1,1.0,2,4,Afternoon,0.3333333333333333,1,0,1,1
-2.69171,53.76662,2,1,3,6,30,13.0,4.0,1.0,1,1.0,1,12,Afternoon,0.5,1,0,4,1
-0.17545,50.82607,2,1,7,6,20,0.0,,1.0,1,1.0,1,5,Evening,0.5,1,0,1,1
-2.38402,53.77841,2,1,7,6,30,16.0,2.0,1.0,1,1.0,1,2,Afternoon,0.5,1,0,1,4
-1.17446,53.21999,2,1,7,6,60,0.0,,6.0,1,2.0,2,3,Evening,0.5,0,1,1,0
-1.1535,52.62376,1,1,6,6,30,13.0,4.0,1.0,2,2.0,1,2,Morning,1.0,1,0,4,1
-0.19708,51.4698,2,1,7,6,20,13.0,4.0,1.0,1,1.0,1,5,Evening,0.5,1,0,1,1
-1.94662,52.45961,1,1,3,6,30,0.0,,1.0,1,1.0,1,1,Afternoon,1.0,0,1,3,0
0.26343,51.48511,2,2,5,1,30,,4.0,4.0,1,2.0,2,9,Evening,1.0,1,0,1,1
-0.34216,51.09538,2,1,5,6,40,13.0,4.0,1.0,8,2.0,2,5,Morning,0.5,1,0,4,1
0.32618,51.42846,2,1,6,3,70,0.0,,4.0,1,1.0,2,4,Evening,0.5,0,1,4,0
-0.21714,53.15168,2,1,3,6,30,18.0,4.0,1.0,1,2.0,2,1,Afternoon,0.5,1,0,3,1
0.67962,51.56152,3,1,6,3,40,0.0,,4.0,1,1.0,1,10,Evening,0.3333333333333333,0,1,4,0
-0.09516,51.45368,2,1,2,9,20,13.0,4.0,7.0,9,9.0,1,3,Afternoon,0.5,1,0,1,1
-0.07367,51.46268,2,1,1,6,20,0.0,4.0,4.0,8,1.0,1,7,Night,0.5,1,0,1,1
-2.12196,53.25754,3,1,4,6,30,16.0,4.0,1.0,1,1.0,1,3,Morning,0.3333333333333333,1,0,1,1
0.61735,51.3747,2,1,4,6,20,0.0,,1.0,1,1.0,2,10,Afternoon,0.5,1,0,3,1
-1.35214,52.43479,2,2,1,3,70,0.0,,1.0,1,1.0,2,8,Afternoon,1.0,0,1,6,0
-0.12399,51.64442,2,1,2,6,30,13.0,4.0,1.0,1,1.0,1,7,Afternoon,0.5,1,0,2,1
-0.72691,51.96236,1,1,6,3,70,0.0,,6.0,1,1.0,2,3,Evening,1.0,0,0,4,0
-1.26813,51.41084,2,1,7,6,30,0.0,,1.0,1,1.0,1,10,Morning,0.5,0,0,1,0
0.1601,53.20893,3,1,3,6,60,0.0,,1.0,1,1.0,2,6,Afternoon,0.3333333333333333,0,0,4,0
0.95497,51.94262,3,1,7,3,70,0.0,,6.0,4,1.0,2,4,Evening,0.3333333333333333,0,1,4,0
-0.13682,50.83055,1,1,3,6,20,17.0,4.0,1.0,1,1.0,1,7,Afternoon,1.0,1,0,1,1
-2.12955,51.89557,1,1,3,6,30,0.0,,1.0,1,1.0,1,9,Afternoon,1.0,1,0,1,1
-0.01127,51.46476,2,1,3,6,30,16.0,2.0,1.0,1,1.0,1,10,Morning,0.5,1,0,4,1
-1.06051,54.53127,1,1,2,6,30,13.0,4.0,4.0,1,1.0,1,5,Night,1.0,1,0,1,1
-3.25453,56.19851,1,2,4,6,40,0.0,,6.0,1,2.0,2,10,Night,2.0,0,1,4,0
-0.21866,51.53348,1,1,5,6,30,13.0,4.0,4.0,2,2.0,1,1,Evening,1.0,1,0,2,1
-1.47145,53.3679,1,1,6,6,30,13.0,4.0,4.0,1,2.0,1,12,Afternoon,1.0,1,0,4,1
-0.12311,51.56816,3,1,4,3,20,0.0,,1.0,1,1.0,1,6,Evening,0.3333333333333333,0,0,4,0
-0.19448,51.50065,1,1,7,2,20,13.0,4.0,1.0,1,1.0,1,12,Morning,1.0,1,0,4,2
-3.94511,55.69615,2,1,2,3,70,0.0,,1.0,1,1.0,2,7,Morning,0.5,0,1,6,0
-3.44911,51.71436,2,1,6,1,20,0.0,4.0,1.0,1,1.0,1,4,Afternoon,0.5,1,0,3,4
-2.93636,53.20162,2,1,1,6,30,0.0,,1.0,1,1.0,1,5,Afternoon,0.5,0,0,1,0
-3.27487,51.40528,2,1,7,6,20,13.0,4.0,1.0,1,1.0,1,4,Afternoon,0.5,1,0,1,1
-0.07334,51.08947,2,1,4,6,40,13.0,4.0,1.0,1,2.0,2,12,Morning,0.5,1,0,1,1
0.13261,52.67565,2,1,1,6,30,0.0,,1.0,1,1.0,1,5,Morning,0.5,1,0,3,1
-0.31805,51.07682,2,1,4,6,30,13.0,4.0,1.0,2,2.0,1,3,Afternoon,0.5,1,0,1,1
-1.23631,50.85274,2,1,7,6,30,0.0,,1.0,1,1.0,2,4,Afternoon,0.5,0,0,4,0
-0.81043,51.81408,2,1,7,1,30,0.0,4.0,4.0,2,2.0,1,11,Evening,0.5,1,0,4,4
0.91986,51.87946,1,1,3,6,30,13.0,4.0,1.0,1,1.0,1,8,Evening,1.0,1,0,1,1
-1.51534,54.95971,1,1,6,6,30,13.0,4.0,1.0,1,1.0,1,8,Afternoon,1.0,1,0,1,1
-1.07966,51.81488,3,1,3,6,60,0.0,,1.0,1,2.0,2,12,Morning,0.3333333333333333,0,0,3,0
-3.32062,52.55478,1,3,6,6,60,0.0,,6.0,5,2.0,2,4,Evening,3.0,0,1,1,0
-0.08187,51.12185,2,1,4,6,30,0.0,,1.0,8,2.0,1,11,Afternoon,0.5,1,0,1,1
-0.01768,52.9821,2,1,4,3,30,16.0,2.0,1.0,1,1.0,1,11,Morning,0.5,1,0,4,1
-1.29144,51.07228,3,1,6,1,60,0.0,2.0,1.0,1,1.0,2,2,Morning,0.3333333333333333,1,0,6,4
-1.71542,52.36946,2,1,4,6,50,0.0,,1.0,1,1.0,2,7,Afternoon,0.5,0,1,4,0
-1.06589,50.80275,2,1,6,6,30,13.0,4.0,1.0,1,2.0,1,3,Morning,0.5,1,0,1,1
-0.10588,51.42254,2,2,6,6,20,0.0,,4.0,2,2.0,1,12,Evening,1.0,0,0,4,0
0.14855,52.35833,2,2,7,6,20,0.0,,1.0,1,1.0,2,4,Morning,1.0,1,0,4,1
-3.30356,55.96062,3,1,7,3,40,13.0,2.0,4.0,1,1.0,1,11,Night,0.3333333333333333,1,0,4,4
0.49942,50.84552,1,2,7,6,30,0.0,,1.0,1,1.0,1,7,Evening,2.0,1,0,4,1
-3.01521,53.80612,2,1,5,6,20,19.0,4.0,1.0,1,1.0,1,6,Evening,0.5,1,0,1,1
0.38191,51.99121,1,1,2,6,60,0.0,,1.0,8,4.0,2,3,Morning,1.0,0,1,1,0
1.29188,51.17701,2,1,3,3,70,13.0,4.0,1.0,8,1.0,2,10,Afternoon,0.5,1,0,1,4
-4.38546,55.90718,2,2,3,3,40,0.0,,1.0,2,1.0,1,3,Afternoon,1.0,1,0,4,4
-0.21252,51.43841,2,2,7,3,20,19.0,4.0,1.0,1,1.0,1,7,Afternoon,1.0,1,0,2,1
-1.71797,53.79617,1,1,6,6,30,0.0,,1.0,1,1.0,1,10,Morning,1.0,1,0,1,1
-1.53908,55.18683,2,1,3,3,50,0.0,,1.0,1,1.0,2,5,Morning,0.5,0,1,4,0
0.03329,51.47494,2,1,3,9,30,13.0,4.0,1.0,9,9.0,1,3,Afternoon,0.5,1,0,4,1
-0.02161,52.978,1,1,5,6,30,13.0,4.0,1.0,8,2.0,1,10,Afternoon,1.0,1,0,1,1
-3.04636,53.87787,2,1,4,6,20,,3.0,1.0,1,1.0,1,6,Evening,0.5,1,0,1,1
-1.52873,52.43297,2,1,3,6,30,16.0,4.0,4.0,1,1.0,1,12,Afternoon,0.5,1,0,1,1
-2.61129,51.46633,2,1,2,6,20,13.0,4.0,1.0,1,1.0,1,6,Evening,0.5,1,0,4,1
-0.29081,51.64189,2,2,4,6,30,0.0,,4.0,1,1.0,1,7,Evening,1.0,1,0,4,1
1.16193,51.81732,2,1,3,6,30,13.0,4.0,1.0,1,1.0,1,5,Morning,0.5,1,0,3,1
-1.06082,53.55552,1,1,4,6,30,13.0,4.0,4.0,5,2.0,1,10,Evening,1.0,1,0,1,1
-0.04255,51.51291,1,1,7,6,20,19.0,4.0,1.0,1,1.0,1,7,Afternoon,1.0,1,0,4,1
-1.06043,52.70482,2,1,6,6,40,0.0,,1.0,1,1.0,1,6,Morning,0.5,0,1,2,0
-2.59347,51.47057,2,1,6,6,20,13.0,2.0,1.0,1,1.0,1,6,Afternoon,0.5,1,0,4,3
-1.38519,54.03308,2,1,6,3,70,0.0,,1.0,1,1.0,2,7,Morning,0.5,0,0,5,0
-2.93025,53.39016,2,1,3,6,30,17.0,2.0,4.0,1,1.0,1,11,Evening,0.5,1,0,4,3
1.5034,52.52394,3,1,3,6,60,0.0,,1.0,8,2.0,2,12,Morning,0.3333333333333333,0,1,4,0
-0.78989,51.81486,2,4,7,6,30,13.0,2.0,4.0,1,2.0,1,10,Afternoon,2.0,1,0,4,1
-1.15391,52.97138,1,1,3,6,30,19.0,2.0,1.0,1,1.0,1,6,Morning,1.0,1,0,4,1
-3.59944,56.18878,2,1,7,6,60,19.0,4.0,1.0,1,1.0,2,8,Afternoon,0.5,1,0,4,1
-2.88074,53.41601,1,1,5,6,30,13.0,4.0,4.0,1,2.0,1,9,Morning,1.0,1,0,1,1
-3.94993,55.96942,1,1,5,3,50,0.0,,1.0,1,1.0,1,4,Afternoon,1.0,0,1,1,0
-1.13566,54.39894,1,1,7,6,40,0.0,,1.0,1,1.0,2,4,Afternoon,1.0,0,0,3,0
-0.08543,51.10349,2,2,5,6,30,16.0,4.0,5.0,1,2.0,2,11,Evening,1.0,1,0,3,3
-0.31062,51.58518,2,1,1,3,30,13.0,4.0,1.0,1,1.0,1,6,Afternoon,0.5,1,0,4,1
-0.22169,51.37666,1,1,3,6,30,13.0,4.0,1.0,1,1.0,1,6,Morning,1.0,1,0,1,4
-0.30911,51.54967,2,1,1,6,20,0.0,,1.0,1,1.0,1,6,Afternoon,0.5,0,0,1,0
-0.4312,53.74722,2,1,3,3,30,,4.0,1.0,1,1.0,1,9,Afternoon,0.5,1,0,3,1
-1.74209,54.85735,2,1,3,6,30,13.0,3.0,1.0,1,1.0,1,4,Afternoon,0.5,1,0,1,1
-1.61082,52.43735,2,1,2,3,60,0.0,,1.0,1,1.0,2,9,Evening,0.5,0,1,4,0
-2.17355,53.55118,2,1,2,6,30,0.0,,1.0,1,1.0,1,6,Evening,0.5,1,0,4,1
-3.03319,53.87321,1,1,7,6,30,19.0,4.0,4.0,1,1.0,1,10,Night,1.0,1,0,1,1
0.08752,51.37277,3,1,5,6,30,0.0,,4.0,1,2.0,1,1,Evening,0.3333333333333333,0,0,4,0
-4.29828,55.84784,5,3,5,3,50,0.0,,1.0,1,1.0,1,9,Afternoon,0.6,1,0,6,6
-0.35278,51.37728,2,1,1,6,40,13.0,2.0,4.0,1,1.0,1,6,Night,0.5,1,0,3,4
-2.05739,53.483,1,2,3,6,30,13.0,4.0,1.0,1,1.0,1,7,Afternoon,2.0,1,0,1,1
-2.54189,53.41386,2,2,6,3,60,0.0,,1.0,1,1.0,2,5,Evening,1.0,0,0,4,0
-1.58395,52.25717,2,1,4,6,60,0.0,,4.0,1,1.0,2,6,Evening,0.5,1,0,4,6
-1.63891,54.98831,2,5,3,3,40,16.0,2.0,1.0,1,1.0,1,6,Evening,2.5,1,0,4,4
-3.17913,52.70326,3,3,2,6,60,13.0,4.0,1.0,1,1.0,2,6,Afternoon,1.0,1,0,4,1
-0.2277,51.49878,1,1,1,6,20,0.0,,4.0,1,1.0,1,2,Evening,1.0,0,0,2,0
0.57456,51.59743,1,1,5,3,70,0.0,,6.0,2,2.0,2,2,Afternoon,1.0,1,0,4,4
-2.6249,53.66973,1,1,7,1,50,0.0,,1.0,7,2.0,2,12,Afternoon,1.0,1,0,4,6
-1.48579,53.3541,2,1,3,6,30,13.0,4.0,4.0,1,1.0,1,12,Afternoon,0.5,1,0,4,1
-0.37071,51.73749,2,1,1,3,50,0.0,,6.0,1,1.0,2,2,Evening,0.5,0,1,4,0
-2.05948,52.54396,1,3,5,6,30,0.0,,4.0,1,1.0,1,3,Evening,3.0,0,1,4,0
-0.1603,51.51963,2,1,2,6,20,16.0,4.0,4.0,1,1.0,1,1,Evening,0.5,1,0,2,1
-0.19797,51.59718,2,1,2,9,20,16.0,2.0,1.0,8,1.0,1,9,Afternoon,0.5,1,0,4,4
-1.37956,53.43162,2,1,3,6,30,19.0,4.0,4.0,1,1.0,1,3,Evening,0.5,1,0,1,1
-1.11501,52.63485,1,1,4,6,30,0.0,,1.0,1,1.0,1,5,Evening,1.0,0,1,1,0
-2.88466,53.48447,2,1,2,6,30,13.0,2.0,4.0,1,1.0,1,4,Evening,0.5,1,0,4,4
-2.72922,53.77382,2,1,1,6,30,0.0,,1.0,1,4.0,1,1,Afternoon,0.5,1,0,3,1
-5.39825,50.1975,2,1,3,6,60,0.0,,1.0,1,1.0,2,8,Afternoon,0.5,1,0,4,4
-0.04243,51.42627,2,1,2,9,20,,4.0,1.0,1,1.0,1,10,Morning,0.5,1,0,4,1
0.79831,51.42199,2,1,2,6,40,0.0,,1.0,1,2.0,1,3,Morning,0.5,1,0,1,1
-1.97204,52.41422,2,1,2,6,20,13.0,4.0,1.0,1,1.0,1,6,Morning,0.5,1,0,1,1
0.02578,51.93513,2,3,5,6,40,13.0,4.0,1.0,1,1.0,2,6,Afternoon,1.5,1,0,3,1
-2.15087,52.59055,2,1,7,3,30,17.0,2.0,1.0,1,1.0,1,4,Morning,0.5,1,0,4,1
-2.75372,53.77094,2,1,3,6,30,0.0,,1.0,1,1.0,1,5,Afternoon,0.5,1,0,1,1
-1.51439,54.73108,2,1,5,6,60,0.0,,1.0,1,1.0,2,2,Afternoon,0.5,0,1,4,0
-2.22803,52.22055,1,1,2,6,30,18.0,4.0,1.0,1,1.0,1,9,Morning,1.0,1,0,4,1
-0.07175,51.52186,2,1,4,3,30,16.0,4.0,4.0,1,1.0,1,1,Night,0.5,1,0,3,2
-1.36273,51.66979,2,2,6,6,40,13.0,2.0,1.0,2,2.0,2,5,Morning,1.0,1,0,4,4
-3.55356,50.47789,1,1,5,6,30,0.0,,1.0,5,2.0,1,2,Afternoon,1.0,1,0,1,1
-2.19558,51.83929,3,1,4,3,70,0.0,,6.0,2,2.0,2,12,Afternoon,0.3333333333333333,0,1,6,0
-0.98643,54.01488,3,4,5,6,60,19.0,4.0,1.0,1,1.0,2,7,Evening,1.3333333333333333,1,0,4,1
-0.22706,52.32556,2,1,3,6,30,19.0,4.0,4.0,1,1.0,2,12,Afternoon,0.5,1,0,3,1
1.15377,52.05199,1,1,3,3,30,0.0,,1.0,1,,1,6,Afternoon,1.0,1,0,4,1
-1.31999,51.62586,1,2,1,6,20,0.0,,4.0,1,1.0,2,8,Night,2.0,0,0,3,0
1.08114,51.36396,1,2,4,6,30,0.0,,6.0,1,1.0,2,1,Evening,2.0,1,0,3,1
-1.97507,52.42642,2,1,2,3,40,16.0,4.0,1.0,2,2.0,1,11,Afternoon,0.5,1,0,3,1
-3.21426,54.15598,2,3,2,3,60,13.0,2.0,1.0,1,1.0,2,7,Afternoon,1.5,1,0,4,1
0.51027,51.33483,2,1,6,1,60,0.0,,1.0,1,1.0,1,9,Afternoon,0.5,1,0,4,6
-1.77424,53.7788,1,1,2,6,30,13.0,4.0,1.0,1,1.0,1,6,Evening,1.0,1,0,1,1
-1.51589,54.90586,3,1,5,7,70,0.0,,1.0,1,2.0,1,1,Afternoon,0.3333333333333333,1,0,4,1
-2.54147,51.47569,2,1,3,6,30,13.0,4.0,1.0,1,1.0,1,12,Morning,0.5,1,0,4,1
-0.10544,51.5898,1,1,4,6,20,19.0,4.0,1.0,1,1.0,1,7,Evening,1.0,1,0,4,1
-1.36134,53.44191,2,1,5,3,40,,4.0,1.0,1,1.0,1,5,Afternoon,0.5,1,0,4,4
-0.0132,51.45788,1,1,4,9,20,,2.0,4.0,8,9.0,1,5,Evening,1.0,1,0,4,2
-1.44975,52.46207,1,2,6,6,60,0.0,,6.0,1,1.0,2,11,Evening,2.0,0,1,3,0
-2.54989,53.18598,1,1,4,3,70,0.0,,4.0,1,1.0,1,10,Night,1.0,0,1,4,0
-4.18484,50.81564,1,1,3,6,60,0.0,,1.0,5,2.0,2,1,Morning,1.0,1,0,4,1
0.58025,51.89054,2,1,6,6,60,0.0,,1.0,1,1.0,2,5,Afternoon,0.5,0,1,4,0
-5.04458,50.26328,2,1,6,6,30,,4.0,1.0,1,2.0,1,1,Morning,0.5,1,0,1,1
-0.42107,50.82316,2,1,7,6,30,13.0,4.0,1.0,1,1.0,1,8,Afternoon,0.5,1,0,1,1
-1.97581,57.62041,2,1,6,6,40,0.0,,1.0,1,1.0,2,4,Afternoon,0.5,1,0,4,1
-3.94137,51.6301,2,4,7,6,30,16.0,2.0,1.0,1,2.0,1,2,Afternoon,2.0,1,0,3,1
-1.25956,53.08239,1,2,6,6,30,13.0,4.0,1.0,1,1.0,1,12,Afternoon,2.0,1,0,1,1
0.20797,51.56822,1,1,4,6,30,13.0,4.0,1.0,1,1.0,1,9,Afternoon,1.0,1,0,1,1
-2.72862,51.41763,2,1,5,6,40,0.0,,1.0,2,2.0,1,9,Afternoon,0.5,0,0,4,0
-1.13774,52.60607,4,1,5,6,30,0.0,,1.0,1,1.0,1,6,Morning,0.25,0,1,3,0
0.55118,51.37629,2,1,4,6,30,0.0,,7.0,9,1.0,1,11,Evening,0.5,1,0,1,1
-2.78755,53.46823,2,2,5,3,60,13.0,4.0,1.0,1,1.0,2,9,Afternoon,1.0,1,0,4,1
-2.2597,52.37667,1,1,1,6,30,13.0,2.0,4.0,1,1.0,1,2,Night,1.0,1,0,3,4
-1.78937,53.63451,2,1,3,6,30,13.0,4.0,1.0,1,1.0,1,1,Morning,0.5,1,0,1,1
0.05214,51.57804,1,1,1,6,30,13.0,1.0,5.0,1,1.0,1,3,Night,1.0,1,0,2,1
-0.4582,51.39972,1,1,2,6,30,13.0,4.0,1.0,1,1.0,2,6,Morning,1.0,1,0,3,1
-3.23898,55.93633,1,1,3,6,30,0.0,,1.0,2,2.0,1,4,Evening,1.0,1,0,1,4
-1.13468,52.63401,1,1,1,2,20,0.0,,4.0,2,2.0,1,2,Night,1.0,0,1,1,0
-1.69137,54.98433,2,1,5,6,60,0.0,,1.0,1,1.0,1,5,Afternoon,0.5,1,0,4,1
-2.01416,52.70021,2,3,6,6,30,13.0,4.0,1.0,1,1.0,1,7,Afternoon,1.5,1,0,1,1
-1.15644,50.8512,2,3,5,3,40,16.0,2.0,4.0,1,2.0,1,1,Evening,1.5,1,0,4,1
-2.70616,53.45825,1,1,2,6,30,0.0,,1.0,1,1.0,1,12,Afternoon,1.0,0,0,1,0
-0.15161,51.50181,2,1,1,1,20,0.0,2.0,1.0,1,1.0,1,9,Morning,0.5,1,0,4,4
0.0725,52.65482,2,1,2,6,60,16.0,4.0,1.0,1,1.0,2,7,Morning,0.5,1,0,1,1
-2.68925,53.6814,2,1,5,6,30,16.0,4.0,1.0,1,1.0,1,3,Morning,0.5,1,0,1,1
-1.86458,52.4564,1,1,4,6,30,13.0,4.0,1.0,2,2.0,1,11,Evening,1.0,1,0,4,1
-1.23467,52.96891,1,1,7,6,30,0.0,,4.0,1,1.0,1,1,Evening,1.0,1,0,1,1
-0.05872,51.65995,2,1,7,3,40,16.0,2.0,4.0,1,1.0,1,10,Night,0.5,1,0,4,2
-0.50749,53.23431,2,1,4,1,30,0.0,4.0,1.0,1,1.0,1,11,Afternoon,0.5,1,0,2,3
-0.73222,50.85175,1,1,5,7,70,0.0,,6.0,5,2.0,2,1,Evening,1.0,1,0,4,4
-2.01865,50.72828,2,1,5,6,20,13.0,2.0,1.0,2,2.0,1,9,Afternoon,0.5,1,0,3,1
-0.154,51.15874,2,1,5,3,50,0.0,,1.0,8,1.0,1,5,Afternoon,0.5,1,0,1,4
-1.44769,53.81208,2,1,4,6,20,16.0,4.0,1.0,1,2.0,1,12,Morning,0.5,1,0,1,1
-0.36548,51.44433,2,1,6,6,20,16.0,2.0,1.0,1,1.0,1,9,Afternoon,0.5,1,0,3,2
0.02681,51.57713,1,1,1,6,30,13.0,4.0,1.0,1,1.0,1,3,Morning,1.0,1,0,2,1
-2.39352,52.56152,2,3,4,6,60,0.0,,1.0,1,1.0,2,8,Afternoon,1.5,1,0,4,1
-0.08707,51.52188,2,1,5,6,20,,9.0,1.0,1,1.0,1,9,Morning,0.5,1,0,4,1
-1.42688,53.61364,3,1,5,6,60,16.0,4.0,1.0,1,1.0,2,5,Afternoon,0.3333333333333333,1,0,1,3
-0.09233,51.57433,2,1,3,6,20,13.0,4.0,1.0,1,1.0,1,6,Evening,0.5,1,0,1,2
-1.81598,50.73498,1,1,5,6,30,0.0,,4.0,8,1.0,1,11,Afternoon,1.0,0,0,4,0
-0.23211,51.57134,2,1,2,1,20,0.0,2.0,1.0,1,1.0,1,7,Morning,0.5,1,0,4,4
-0.01955,51.67054,2,1,7,6,40,16.0,2.0,4.0,2,2.0,2,2,Night,0.5,1,0,4,2
-1.2644,51.42164,2,1,3,6,30,13.0,4.0,1.0,1,1.0,1,12,Afternoon,0.5,1,0,1,1
-1.48372,53.02113,1,1,6,6,30,13.0,4.0,1.0,1,1.0,1,10,Afternoon,1.0,1,0,4,1
-0.53545,51.92509,1,1,7,6,60,0.0,,1.0,1,1.0,2,6,Afternoon,1.0,0,1,3,0
0.64177,51.56644,2,2,4,3,40,16.0,2.0,4.0,1,1.0,1,11,Evening,1.0,1,0,4,1
-1.54292,53.79081,2,1,4,3,30,0.0,,1.0,1,1.0,1,10,Afternoon,0.5,1,0,4,4
-0.3316,52.04216,1,1,7,1,30,,4.0,1.0,1,1.0,2,5,Afternoon,1.0,1,0,3,1
-1.49232,51.89373,1,1,7,6,30,13.0,4.0,6.0,1,2.0,2,9,Evening,1.0,1,0,3,1
0.94181,51.20682,3,4,6,6,50,13.0,4.0,1.0,1,1.0,2,6,Morning,1.3333333333333333,1,0,4,1
