longitude,latitude,number_of_vehicles,number_of_casualties,day_of_week,road_type,speed_limit,junction_detail,junction_control,light_conditions,weather_conditions,road_surface_conditions,urban_or_rural_area,month,time_period,casualties_per_vehicle,has_second_road,second_road_unknown,first_road_class_ordinal,second_road_class_ordinal
-0.31025,51.20548,1,1,7,6,40,19.0,4.0,1.0,1,1.0,2,5,Afternoon,1.0,1,0,1,1
-2.35125,51.38097,2,1,4,6,30,13.0,2.0,1.0,1,1.0,1,8,Afternoon,0.5,1,0,1,4
-0.06416,51.43793,2,1,6,6,20,18.0,4.0,1.0,2,2.0,1,5,Morning,0.5,1,0,2,1
-0.12133,51.51257,2,1,3,6,20,16.0,4.0,1.0,1,1.0,1,9,Morning,0.5,1,0,3,1
0.01221,51.51622,2,1,5,3,30,0.0,,1.0,1,1.0,1,4,Morning,0.5,0,0,4,0
0.77369,51.0903,2,3,7,6,60,16.0,3.0,1.0,1,1.0,2,3,Afternoon,1.5,1,0,1,1
0.24428,51.38988,2,1,1,6,30,0.0,,1.0,1,1.0,2,4,Evening,0.5,1,0,1,1
-1.85678,53.71487,2,1,5,6,20,19.0,2.0,1.0,1,1.0,1,10,Afternoon,0.5,1,0,1,1
-3.04222,56.47172,1,1,2,6,30,0.0,,4.0,2,2.0,1,4,Evening,1.0,1,0,1,1
-1.30378,53.29118,2,1,1,3,70,13.0,4.0,1.0,1,1.0,2,8,Morning,0.5,1,0,4,1
-0.73856,52.47651,3,2,7,6,60,13.0,4.0,4.0,7,2.0,2,12,Morning,0.6666666666666666,1,0,4,1
-1.10474,50.79684,2,1,7,6,30,13.0,4.0,1.0,1,1.0,1,4,Afternoon,0.5,1,0,3,1
-2.478,51.3685,2,1,6,3,60,0.0,,1.0,5,2.0,2,3,Afternoon,0.5,0,0,4,0
-1.88188,53.71793,1,1,3,6,30,0.0,,4.0,1,2.0,1,4,Evening,1.0,1,0,1,1
-0.6363,53.60704,1,1,3,6,50,0.0,,6.0,1,1.0,2,11,Evening,1.0,0,1,4,0
-1.85581,50.72437,2,1,6,6,30,0.0,4.0,6.0,1,1.0,1,5,Evening,0.5,1,0,1,1
-2.62359,51.45596,1,1,6,6,20,13.0,4.0,1.0,1,1.0,1,7,Afternoon,1.0,1,0,1,3
-3.01917,53.88783,2,1,3,6,30,0.0,,4.0,1,2.0,1,8,Night,0.5,1,0,1,1
-1.37006,52.17685,3,2,7,6,60,13.0,4.0,1.0,1,1.0,2,10,Morning,0.6666666666666666,1,0,4,1
-1.32244,53.47634,1,2,7,6,40,0.0,,1.0,1,2.0,2,12,Afternoon,2.0,1,0,3,1
0.18722,51.51134,2,1,3,3,70,0.0,4.0,1.0,1,1.0,2,11,Morning,0.5,1,0,4,1
0.04497,51.3751,1,1,7,6,30,18.0,4.0,1.0,1,1.0,1,5,Morning,1.0,1,0,4,1
-2.22146,51.74909,2,1,6,6,30,0.0,,4.0,2,2.0,2,2,Evening,0.5,1,0,4,4
-2.49381,51.82823,1,1,4,6,30,0.0,,1.0,1,1.0,1,9,Afternoon,1.0,1,0,1,1
-0.55522,51.52742,2,2,7,3,60,13.0,4.0,7.0,9,1.0,2,12,Evening,1.0,1,0,4,1
-0.97465,51.45475,3,1,6,6,30,0.0,,1.0,1,1.0,1,11,Afternoon,0.3333333333333333,0,0,1,0
-2.549,51.4735,2,1,5,6,30,13.0,4.0,1.0,1,1.0,1,3,Morning,0.5,1,0,4,1
0.49192,51.23343,2,1,7,6,30,13.0,4.0,4.0,1,2.0,2,1,Evening,0.5,1,0,3,1
-0.33543,51.23177,1,1,3,6,30,0.0,,4.0,2,2.0,1,3,Evening,1.0,1,0,4,1
0.02692,51.43957,3,1,7,3,20,13.0,4.0,1.0,1,2.0,1,5,Afternoon,0.3333333333333333,1,0,1,1
-0.56389,53.17669,2,1,1,6,40,13.0,4.0,1.0,1,1.0,2,5,Morning,0.5,1,0,2,2
-4.32306,55.77802,1,1,3,6,30,13.0,4.0,1.0,1,1.0,1,10,Afternoon,1.0,1,0,1,4
-1.46445,53.37786,1,1,5,6,30,0.0,,1.0,1,1.0,1,4,Morning,1.0,1,0,4,4
-3.2828,55.92161,2,1,6,6,20,13.0,4.0,1.0,1,1.0,1,3,Morning,0.5,1,0,1,1
-2.68524,51.07396,2,1,2,6,60,16.0,4.0,1.0,1,1.0,2,2,Afternoon,0.5,1,0,1,1
-0.2552,51.62181,2,1,6,1,20,0.0,2.0,1.0,1,1.0,1,9,Night,0.5,1,0,4,4
-1.75031,51.57114,2,1,4,6,30,0.0,2.0,1.0,1,1.0,1,3,Evening,0.5,1,0,3,3
-1.48938,53.38096,2,1,4,3,30,13.0,2.0,1.0,2,2.0,1,4,Morning,0.5,1,0,4,3
-4.76945,50.42259,4,3,5,6,60,0.0,,1.0,1,1.0,2,10,Afternoon,0.75,1,0,4,1
-0.18159,51.52833,2,1,2,3,20,18.0,2.0,1.0,4,1.0,1,4,Morning,0.5,1,0,4,1
-0.26189,51.51958,1,1,7,3,40,19.0,2.0,4.0,1,2.0,1,11,Evening,1.0,1,0,4,4
-2.09545,52.68797,2,1,4,6,50,13.0,2.0,6.0,1,2.0,2,2,Evening,0.5,1,0,4,1
-2.39114,53.74959,1,1,2,6,30,13.0,4.0,1.0,1,1.0,1,7,Morning,1.0,1,0,1,1
-4.088,51.0898,2,1,1,3,50,0.0,,1.0,1,1.0,2,3,Afternoon,0.5,0,1,4,0
-1.36276,50.97928,2,1,5,6,30,13.0,4.0,1.0,1,1.0,1,4,Morning,0.5,1,0,1,1
-4.27321,55.80094,1,1,3,6,20,18.0,4.0,1.0,8,2.0,1,3,Afternoon,1.0,1,0,1,1
0.69777,51.60359,1,1,3,6,30,0.0,,1.0,1,1.0,1,7,Afternoon,1.0,1,0,1,1
-0.24852,51.53566,1,1,6,6,20,13.0,2.0,1.0,1,1.0,1,4,Morning,1.0,1,0,4,3
-2.16434,53.46534,1,1,4,6,20,0.0,,1.0,2,2.0,1,9,Afternoon,1.0,1,0,1,1
-1.47756,51.21528,2,1,3,6,40,0.0,,1.0,1,1.0,1,9,Afternoon,0.5,0,0,4,0
-0.35032,51.59208,2,1,4,7,30,13.0,4.0,4.0,2,2.0,1,10,Afternoon,0.5,1,0,2,1
-0.23587,51.55043,2,1,7,6,20,13.0,4.0,1.0,9,9.0,1,6,Afternoon,0.5,1,0,1,1
-1.18741,51.04142,1,1,4,6,60,0.0,,5.0,2,2.0,2,12,Evening,1.0,0,0,4,0
-3.49715,50.73191,2,1,4,6,30,13.0,4.0,1.0,1,1.0,1,4,Afternoon,0.5,1,0,3,1
-3.55894,50.47363,2,1,3,6,30,0.0,,1.0,2,2.0,1,4,Afternoon,0.5,1,0,1,1
-0.80537,51.34675,2,1,6,6,30,13.0,4.0,4.0,1,1.0,1,10,Morning,0.5,1,0,4,1
-0.1626,51.54356,1,1,2,6,20,16.0,2.0,4.0,1,1.0,1,11,Evening,1.0,1,0,2,3
-3.53931,50.73044,2,1,7,6,30,0.0,,4.0,1,1.0,1,1,Evening,0.5,1,0,3,1
-1.1917,52.90285,2,1,5,6,30,13.0,4.0,1.0,1,1.0,1,10,Afternoon,0.5,1,0,1,1
-0.15898,51.54017,2,1,1,6,20,13.0,4.0,1.0,1,1.0,1,5,Afternoon,0.5,1,0,2,1
-0.12208,51.48587,1,1,6,2,20,19.0,2.0,1.0,1,1.0,1,6,Morning,1.0,1,0,4,4
0.0212,51.43204,2,1,2,9,20,0.0,,1.0,1,1.0,1,8,Evening,0.5,0,0,4,0
-1.1303,53.51562,2,1,2,1,30,,4.0,1.0,1,1.0,1,5,Morning,0.5,1,0,4,4
-0.35338,51.55502,2,1,3,6,20,13.0,4.0,1.0,1,1.0,1,2,Afternoon,0.5,1,0,1,1
-2.28096,53.78558,1,1,6,6,30,0.0,,1.0,1,1.0,1,3,Afternoon,1.0,1,0,4,1
0.02255,51.52239,2,1,3,6,30,19.0,2.0,1.0,8,2.0,1,1,Morning,0.5,1,0,4,3
-5.22878,57.5106,2,1,3,6,60,0.0,,1.0,1,1.0,2,7,Afternoon,0.5,1,0,4,1
-1.78923,53.78739,2,2,4,6,30,16.0,2.0,4.0,1,1.0,1,10,Evening,1.0,1,0,1,1
-0.11989,50.84328,2,2,4,3,30,16.0,4.0,1.0,1,1.0,1,10,Afternoon,1.0,1,0,4,1
-2.16155,53.6189,3,2,6,6,30,0.0,,1.0,1,1.0,1,6,Morning,0.6666666666666666,1,0,4,1
-0.3178,51.64042,2,1,5,3,70,0.0,,1.0,1,1.0,2,2,Morning,0.5,0,1,6,0
-0.01206,51.4635,2,1,1,6,20,17.0,2.0,1.0,1,1.0,1,7,Afternoon,0.5,1,0,4,1
-3.09658,51.77974,2,2,1,6,40,13.0,4.0,1.0,4,1.0,2,10,Afternoon,1.0,1,0,3,1
0.09266,52.57362,1,1,3,6,60,13.0,4.0,4.0,2,2.0,2,11,Evening,1.0,1,0,3,1
-0.8043,53.0898,2,1,5,6,60,0.0,,1.0,1,1.0,2,3,Afternoon,0.5,0,1,4,0
-0.1355,51.53515,3,2,5,2,30,13.0,2.0,4.0,1,1.0,1,3,Night,0.6666666666666666,1,0,4,3
-7.38868,57.47399,1,1,3,6,30,13.0,4.0,1.0,1,1.0,2,6,Morning,1.0,1,0,1,3
-1.12535,52.95167,2,1,7,6,30,0.0,,1.0,9,1.0,1,9,Morning,0.5,1,0,1,1
-2.29189,51.03839,2,1,6,6,30,17.0,4.0,1.0,1,1.0,1,5,Night,0.5,1,0,3,1
-0.41615,51.87647,1,1,1,6,30,0.0,,1.0,1,1.0,1,1,Afternoon,1.0,1,0,1,3
-1.73338,51.57712,3,2,6,3,70,0.0,2.0,1.0,1,1.0,1,8,Evening,0.6666666666666666,1,0,4,4
-0.77097,51.3332,2,1,2,6,40,0.0,,4.0,8,2.0,1,2,Evening,0.5,0,1,4,0
-1.12884,53.51762,2,1,6,6,30,0.0,,1.0,1,1.0,1,10,Afternoon,0.5,1,0,1,1
0.01985,51.60756,1,1,5,6,30,13.0,2.0,1.0,1,1.0,1,5,Afternoon,1.0,1,0,4,4
-0.19412,51.41959,1,1,6,6,20,13.0,4.0,4.0,1,2.0,1,3,Evening,1.0,1,0,4,1
-1.61671,53.48954,2,1,3,6,60,13.0,4.0,6.0,1,1.0,2,1,Afternoon,0.5,1,0,3,1
-2.51656,51.13888,1,1,3,6,60,0.0,,1.0,1,1.0,2,9,Morning,1.0,0,0,4,0
-4.7954,56.19688,1,2,2,6,60,0.0,,1.0,1,2.0,2,8,Morning,2.0,1,0,4,1
-2.93328,54.33917,1,1,2,6,30,0.0,,4.0,2,2.0,2,5,Evening,1.0,1,0,4,1
-2.025,51.4375,2,1,3,6,60,0.0,,1.0,1,1.0,2,11,Afternoon,0.5,0,0,4,0
-2.05305,53.41073,1,1,1,6,30,0.0,,1.0,1,1.0,1,11,Morning,1.0,1,0,1,1
-0.25103,51.28618,1,1,6,6,30,0.0,,6.0,1,1.0,1,11,Evening,1.0,1,0,1,1
-2.77036,55.74481,2,1,5,6,60,0.0,,1.0,1,1.0,2,6,Morning,0.5,1,0,4,1
-0.90429,52.8093,1,1,3,6,60,0.0,,1.0,1,1.0,2,3,Afternoon,1.0,0,1,1,0
-0.34783,53.74681,2,1,2,6,30,16.0,4.0,7.0,2,2.0,1,12,Evening,0.5,1,0,1,1
-0.19366,50.8312,2,1,6,6,30,16.0,4.0,1.0,1,2.0,1,3,Afternoon,0.5,1,0,1,3
-1.55494,53.80091,2,2,3,3,40,0.0,,1.0,8,2.0,1,12,Morning,1.0,1,0,5,5
0.06212,51.67521,2,1,3,1,40,,4.0,1.0,1,1.0,2,10,Morning,0.5,1,0,4,4
-2.57755,51.48124,2,1,6,6,30,13.0,4.0,1.0,1,1.0,1,12,Afternoon,0.5,1,0,3,1
-1.18237,52.99372,3,2,2,6,30,0.0,,1.0,1,1.0,1,4,Morning,0.6666666666666666,1,0,1,1
-1.58206,52.75745,2,2,1,1,30,0.0,4.0,1.0,1,2.0,2,2,Morning,1.0,1,0,4,1
-3.12806,55.86865,2,1,6,6,20,0.0,,1.0,1,1.0,1,6,Afternoon,0.5,1,0,1,1
1.23859,52.68342,2,1,1,1,30,,4.0,1.0,1,1.0,2,4,Afternoon,0.5,1,0,1,1
-2.16826,53.4841,1,1,2,6,30,13.0,4.0,1.0,1,1.0,1,3,Afternoon,1.0,1,0,1,1
-3.54557,54.64459,1,1,2,6,30,0.0,,1.0,1,1.0,1,10,Afternoon,1.0,1,0,1,1
-1.3411,53.46372,1,1,5,6,30,13.0,4.0,1.0,2,2.0,1,6,Evening,1.0,1,0,4,4
-0.13267,51.51637,1,1,2,2,20,13.0,4.0,1.0,1,1.0,1,10,Afternoon,1.0,1,0,4,1
-1.38306,54.90984,3,3,1,6,30,0.0,,1.0,1,1.0,2,6,Morning,1.0,1,0,4,1
-0.53944,50.8431,2,2,7,3,50,13.0,2.0,1.0,1,1.0,2,8,Afternoon,1.0,1,0,4,4
0.73597,50.95288,1,1,3,6,30,,4.0,1.0,1,1.0,2,12,Morning,1.0,1,0,4,4
0.01856,51.52969,2,1,4,6,20,16.0,4.0,1.0,1,1.0,1,10,Afternoon,0.5,1,0,2,1
-0.44451,50.9161,2,1,6,6,40,13.0,4.0,1.0,1,1.0,2,4,Afternoon,0.5,1,0,4,1
-0.08014,51.65678,2,1,4,6,30,16.0,2.0,1.0,1,1.0,1,5,Evening,0.5,1,0,2,2
-2.59318,51.4566,2,1,3,2,20,13.0,4.0,4.0,2,2.0,1,2,Evening,0.5,1,0,1,1
-0.13982,51.54336,2,1,7,2,30,16.0,4.0,4.0,1,1.0,1,3,Evening,0.5,1,0,4,1
-1.47633,53.82801,2,2,3,6,30,0.0,,4.0,4,4.0,1,1,Evening,1.0,1,0,1,1
-0.91401,51.69893,3,1,7,6,30,18.0,4.0,4.0,1,2.0,2,1,Evening,0.3333333333333333,1,0,4,1
-0.61214,51.50846,2,1,3,1,30,0.0,2.0,1.0,2,2.0,1,3,Morning,0.5,1,0,4,1
-0.04116,51.66983,1,1,1,6,30,0.0,,7.0,1,1.0,1,9,Night,1.0,0,0,4,0
-0.09149,51.65367,1,1,1,6,30,0.0,,1.0,1,1.0,1,8,Afternoon,1.0,0,0,4,0
0.2991,50.80989,1,2,2,6,40,16.0,2.0,1.0,1,2.0,1,12,Morning,2.0,1,0,3,1
-2.10918,53.07838,2,1,7,6,30,17.0,4.0,4.0,2,2.0,1,12,Evening,0.5,1,0,4,1
-0.19637,52.63611,2,1,1,6,60,0.0,,1.0,1,1.0,2,9,Morning,0.5,0,1,4,0
-0.77101,52.03603,1,1,7,6,30,0.0,,4.0,1,1.0,1,11,Evening,1.0,0,0,1,0
-2.01824,52.65826,2,1,5,6,30,13.0,4.0,1.0,1,1.0,1,9,Morning,0.5,1,0,1,1
-2.59583,53.40017,2,1,3,7,20,0.0,,1.0,1,1.0,1,3,Afternoon,0.5,0,0,1,0
-1.15822,52.63548,2,1,4,6,30,0.0,,1.0,1,1.0,1,9,Afternoon,0.5,0,1,2,0
-1.39527,54.07857,2,1,5,3,70,0.0,,1.0,1,1.0,2,4,Morning,0.5,0,0,5,0
-1.5638,52.25557,2,1,5,1,60,,4.0,1.0,1,1.0,2,10,Afternoon,0.5,1,0,4,4
-0.06998,51.55725,1,1,1,6,30,,4.0,1.0,9,1.0,1,2,Evening,1.0,1,0,4,1
-1.09317,53.96716,2,2,4,6,30,13.0,4.0,4.0,1,2.0,1,10,Evening,1.0,1,0,4,1
-4.46755,55.9293,1,1,7,3,70,0.0,,1.0,1,1.0,1,9,Evening,1.0,1,0,4,4
-0.58542,51.20622,1,1,1,6,40,0.0,,1.0,2,2.0,2,7,Afternoon,1.0,1,0,4,1
-1.33954,53.46555,2,1,3,6,30,13.0,4.0,1.0,1,1.0,1,6,Afternoon,0.5,1,0,4,1
-2.79572,53.46769,2,1,5,6,50,17.0,4.0,1.0,1,1.0,2,4,Afternoon,0.5,1,0,3,4
-1.72139,53.80028,1,1,5,6,30,13.0,4.0,4.0,1,2.0,1,1,Afternoon,1.0,1,0,4,1
-0.23967,52.57986,2,1,1,1,30,,,4.0,1,1.0,1,5,Night,0.5,1,0,1,1
-1.90404,53.00765,2,1,1,3,60,13.0,4.0,1.0,1,1.0,2,6,Morning,0.5,1,0,1,3
0.27179,51.2677,2,1,7,6,30,0.0,,1.0,2,2.0,2,2,Morning,0.5,1,0,1,1
-2.19264,53.07352,1,1,6,6,30,0.0,,1.0,9,1.0,1,9,Afternoon,1.0,1,0,4,1
-0.08128,51.54639,4,1,6,3,20,0.0,,4.0,1,1.0,1,12,Evening,0.25,0,0,4,0
-2.12119,53.95038,2,1,2,6,60,13.0,4.0,6.0,9,1.0,2,12,Afternoon,0.5,1,0,4,1
-2.71653,53.29016,2,1,4,6,30,13.0,4.0,1.0,1,1.0,2,3,Morning,0.5,1,0,3,2
-0.89152,52.76322,2,1,7,6,30,13.0,2.0,1.0,1,1.0,1,10,Afternoon,0.5,1,0,4,3
0.51459,51.57339,3,1,7,6,30,0.0,,1.0,1,1.0,1,2,Afternoon,0.3333333333333333,1,0,1,1
-0.89711,53.94784,1,1,6,6,50,0.0,,6.0,4,1.0,2,1,Evening,1.0,0,1,4,0
-1.57548,53.65807,2,1,2,6,30,19.0,4.0,1.0,1,1.0,1,2,Afternoon,0.5,1,0,1,1
-2.09272,52.58034,1,1,5,6,30,,4.0,1.0,2,2.0,1,5,Morning,1.0,1,0,1,1
-0.44026,53.99891,3,1,2,6,30,0.0,,1.0,1,1.0,1,6,Afternoon,0.3333333333333333,1,0,1,1
-1.98444,52.46593,2,2,1,3,40,16.0,2.0,4.0,1,1.0,1,11,Afternoon,1.0,1,0,4,4
-1.37744,52.91349,2,1,6,3,70,0.0,4.0,1.0,1,1.0,1,5,Morning,0.5,1,0,4,1
-2.99654,53.42237,3,1,5,3,40,16.0,2.0,1.0,1,1.0,1,8,Afternoon,0.3333333333333333,1,0,4,1
-0.09575,51.50392,2,1,6,6,20,16.0,2.0,1.0,1,1.0,1,5,Morning,0.5,1,0,4,3
-0.52242,52.60274,2,1,6,6,60,0.0,,6.0,1,1.0,2,9,Evening,0.5,0,1,4,0
1.22239,52.68998,2,1,6,6,50,18.0,4.0,1.0,1,1.0,2,11,Afternoon,0.5,1,0,1,1
-0.047,51.4615,2,1,2,1,30,0.0,4.0,1.0,1,1.0,1,5,Afternoon,0.5,1,0,2,1
-0.14673,51.41973,2,1,3,6,20,0.0,4.0,1.0,1,1.0,1,6,Afternoon,0.5,1,0,4,2
-1.82374,52.49539,3,1,2,6,30,16.0,4.0,1.0,1,1.0,1,12,Morning,0.3333333333333333,1,0,1,1
-1.59129,54.01531,2,1,3,6,60,13.0,4.0,1.0,1,1.0,2,4,Night,0.5,1,0,1,1
-1.97571,52.08987,2,1,1,6,60,0.0,,1.0,1,1.0,2,9,Morning,0.5,1,0,3,1
0.99046,52.60454,2,2,4,6,60,0.0,,1.0,1,1.0,2,8,Morning,1.0,1,0,1,1
-1.14575,53.50961,2,2,3,3,40,19.0,2.0,4.0,1,1.0,1,9,Evening,1.0,1,0,4,1
0.15414,51.34667,2,1,1,3,70,0.0,,1.0,9,,2,3,Afternoon,0.5,1,0,6,6
-1.0396,53.14181,4,1,1,6,30,13.0,4.0,1.0,1,1.0,2,5,Afternoon,0.25,1,0,1,1
0.00447,52.97703,2,1,5,6,30,18.0,,1.0,1,1.0,1,5,Afternoon,0.5,1,0,2,1
-0.04935,51.70948,2,1,1,6,30,19.0,,1.0,1,1.0,1,12,Morning,0.5,1,0,3,1
-1.29353,52.69143,1,1,3,6,60,0.0,,6.0,1,1.0,2,10,Evening,1.0,0,1,1,0
-2.0879,55.87167,1,1,4,6,20,13.0,4.0,1.0,1,1.0,1,7,Afternoon,1.0,1,0,1,1
-5.0254,50.3937,2,2,5,6,40,13.0,4.0,6.0,1,1.0,2,11,Evening,1.0,1,0,4,1
-2.65289,53.71894,1,1,2,6,30,0.0,,4.0,8,2.0,1,1,Morning,1.0,1,0,1,1
-0.06478,51.54828,1,1,3,6,20,19.0,4.0,4.0,1,1.0,1,4,Night,1.0,1,0,4,1
-0.13808,51.44803,1,1,3,9,20,0.0,4.0,5.0,1,1.0,1,12,Afternoon,1.0,1,0,2,1
-0.45646,51.49589,3,2,1,3,60,0.0,,4.0,1,1.0,1,11,Evening,0.6666666666666666,0,0,6,0
0.15378,51.34663,1,1,5,3,70,0.0,,4.0,1,2.0,2,10,Evening,1.0,1,0,6,6
-1.75431,53.77966,2,3,5,6,20,13.0,4.0,4.0,1,2.0,1,10,Evening,1.5,1,0,1,1
-2.63165,53.54625,1,1,1,6,20,0.0,,4.0,1,,1,1,Evening,1.0,1,0,1,1
-0.10915,51.53279,1,1,5,6,20,16.0,4.0,1.0,1,1.0,1,10,Afternoon,1.0,1,0,2,1
-0.186,51.68418,3,1,2,3,70,0.0,,1.0,1,1.0,2,8,Morning,0.3333333333333333,0,1,6,0
-0.11113,50.8494,2,1,1,3,30,13.0,4.0,4.0,1,1.0,1,12,Night,0.5,1,0,4,1
-0.82048,53.07118,1,1,2,6,30,19.0,4.0,1.0,1,1.0,1,10,Afternoon,1.0,1,0,1,3
-0.48204,51.90927,2,1,5,3,70,0.0,,1.0,1,1.0,2,5,Morning,0.5,0,1,6,0
-0.09989,51.78137,2,1,2,6,60,13.0,4.0,1.0,1,1.0,2,9,Evening,0.5,1,0,3,1
-0.01467,51.46452,2,1,2,6,20,13.0,4.0,4.0,1,1.0,1,1,Night,0.5,1,0,4,4
-1.49965,53.99038,2,1,3,6,30,13.0,4.0,1.0,1,1.0,1,7,Morning,0.5,1,0,1,1
-2.01861,50.72814,2,1,5,6,30,13.0,2.0,4.0,1,1.0,1,8,Evening,0.5,1,0,3,1
-0.29299,51.94389,2,1,7,6,50,13.0,4.0,1.0,1,1.0,2,12,Afternoon,0.5,1,0,4,1
-4.62754,55.46537,2,1,4,3,30,0.0,,1.0,1,1.0,1,5,Morning,0.5,1,0,4,1
-1.53797,54.94992,2,3,1,6,20,13.0,4.0,1.0,1,1.0,1,9,Evening,1.5,1,0,1,1
-0.26996,53.77235,1,1,2,3,40,0.0,,1.0,1,1.0,1,6,Morning,1.0,0,1,4,0
-1.54647,53.81591,2,1,3,6,30,0.0,,1.0,1,2.0,1,8,Afternoon,0.5,1,0,1,1
-0.05805,52.97255,4,1,6,6,30,0.0,,1.0,1,2.0,1,12,Afternoon,0.25,0,0,4,0
-3.77047,50.48205,1,1,1,3,70,0.0,,1.0,1,1.0,2,6,Afternoon,1.0,0,1,4,0
-0.26239,51.56441,1,1,2,6,30,19.0,2.0,1.0,1,1.0,1,5,Afternoon,1.0,1,0,4,1
-2.6639,53.67794,1,1,5,6,40,0.0,,1.0,2,2.0,2,9,Afternoon,1.0,1,0,1,1
-1.52544,50.92407,1,1,7,3,70,0.0,4.0,1.0,1,1.0,2,5,Night,1.0,1,0,4,1
-2.58266,53.61171,2,5,1,3,70,0.0,,6.0,1,1.0,2,9,Night,2.5,0,1,6,0
-0.22427,52.2252,3,5,5,6,60,0.0,,1.0,1,1.0,2,3,Afternoon,1.6666666666666667,1,0,4,1
-1.27994,52.68303,1,1,2,6,30,13.0,4.0,4.0,1,1.0,2,1,Evening,1.0,1,0,2,1
-4.20027,50.9043,2,1,4,6,60,0.0,,1.0,1,2.0,2,5,Night,0.5,0,1,1,0
-0.1319,51.51618,1,1,4,6,20,0.0,,4.0,1,1.0,1,1,Evening,1.0,0,0,4,0
0.32788,53.22404,2,1,2,6,30,13.0,4.0,1.0,2,2.0,1,9,Afternoon,0.5,1,0,2,2
-1.51494,55.18597,2,1,6,6,30,13.0,4.0,4.0,2,2.0,2,2,Evening,0.5,1,0,4,1
0.52432,51.37186,2,1,6,6,30,16.0,4.0,1.0,1,1.0,1,9,Morning,0.5,1,0,1,1
-2.11339,52.42993,2,1,4,3,50,0.0,,1.0,1,1.0,2,5,Afternoon,0.5,1,0,4,4
-2.97833,53.42126,2,1,5,6,30,13.0,4.0,1.0,1,2.0,1,4,Afternoon,0.5,1,0,1,1
-0.21989,50.85443,2,1,2,3,70,0.0,,1.0,1,1.0,2,6,Morning,0.5,0,1,4,0
-0.08331,51.47369,2,1,5,2,20,13.0,2.0,4.0,2,2.0,1,9,Evening,0.5,1,0,4,1
-1.80072,53.78389,3,2,2,6,30,13.0,4.0,4.0,2,2.0,1,6,Night,0.6666666666666666,1,0,1,1
-0.20136,51.52022,1,1,7,6,20,13.0,4.0,4.0,1,1.0,1,11,Night,1.0,1,0,1,1
-1.45815,52.9294,2,1,3,6,30,13.0,4.0,1.0,1,1.0,1,3,Afternoon,0.5,1,0,1,1
-1.76281,54.97655,2,2,5,6,30,16.0,4.0,1.0,1,2.0,1,8,Morning,1.0,1,0,1,1
-1.30264,52.77136,1,1,4,6,60,0.0,,6.0,1,1.0,1,7,Night,1.0,0,1,1,0
0.01724,51.39919,1,1,7,9,30,,9.0,1.0,1,1.0,1,4,Afternoon,1.0,1,0,2,3
-3.33091,53.13074,3,3,1,6,40,13.0,4.0,1.0,2,2.0,2,9,Afternoon,1.0,1,0,4,1
-3.36243,51.75323,2,1,1,6,30,13.0,4.0,1.0,1,1.0,2,11,Morning,0.5,1,0,1,1
0.13148,51.55058,2,1,6,6,20,13.0,4.0,4.0,1,1.0,1,10,Morning,0.5,1,0,2,1
-1.09589,50.79131,2,1,2,1,30,0.0,4.0,4.0,2,2.0,1,9,Morning,0.5,1,0,3,4
-1.59534,52.39791,2,1,6,6,30,13.0,4.0,1.0,1,1.0,1,11,Morning,0.5,1,0,1,1
-0.55572,53.2021,2,1,2,6,30,18.0,4.0,1.0,8,2.0,1,12,Afternoon,0.5,1,0,4,1
-1.44073,52.39852,2,1,6,6,30,18.0,4.0,1.0,1,1.0,1,2,Afternoon,0.5,1,0,4,1
-0.10619,51.52224,2,1,6,6,20,16.0,2.0,1.0,1,1.0,1,4,Morning,0.5,1,0,4,2
0.06828,51.53752,2,1,2,3,50,0.0,,1.0,1,2.0,1,7,Evening,0.5,0,0,4,0
-0.10106,51.58641,2,1,3,6,20,13.0,4.0,1.0,1,1.0,1,9,Afternoon,0.5,1,0,4,1
-1.89249,53.79142,2,1,7,6,40,0.0,,1.0,1,1.0,2,5,Evening,0.5,1,0,4,1
-0.83824,51.34334,2,1,5,6,30,13.0,4.0,1.0,1,2.0,1,9,Morning,0.5,1,0,3,1
-1.62276,54.97081,2,1,7,6,30,19.0,2.0,4.0,5,2.0,1,12,Evening,0.5,1,0,4,4
-3.00426,53.63049,2,1,2,6,20,0.0,,1.0,2,2.0,1,9,Afternoon,0.5,0,0,1,0
-2.18321,51.19698,3,1,3,6,30,13.0,4.0,4.0,1,1.0,1,8,Evening,0.3333333333333333,1,0,1,1
-4.30276,55.89931,1,1,7,3,50,13.0,2.0,4.0,1,2.0,2,10,Evening,1.0,1,0,4,1
-3.23137,54.13616,3,1,4,6,30,0.0,,1.0,4,1.0,1,8,Afternoon,0.3333333333333333,1,0,1,1
-1.17212,54.54339,2,4,4,7,70,19.0,4.0,1.0,2,2.0,1,5,Morning,2.0,1,0,4,4
-2.48364,52.90395,2,1,2,6,30,13.0,4.0,1.0,1,1.0,1,3,Morning,0.5,1,0,4,4
0.06289,51.67526,2,1,4,1,50,,4.0,1.0,1,1.0,2,8,Morning,0.5,1,0,3,4
-0.36264,52.76816,2,3,4,6,30,13.0,4.0,1.0,1,2.0,1,10,Morning,1.5,1,0,4,1
-1.39546,54.9232,2,2,7,6,30,0.0,,1.0,2,2.0,1,12,Afternoon,1.0,1,0,3,1
0.15232,51.45433,2,1,6,6,30,0.0,4.0,4.0,2,2.0,1,2,Night,0.5,1,0,4,2
